Drug1,Drug2,Cell_Line,Loewe,Tissue
Lapatinib,Erlotinib,SW837,1.741670982,digestive_system
Lapatinib,geldanamycin,SW837,8.463248257,digestive_system
Lapatinib,MK-2206,SW837,17.7573199,digestive_system
Lapatinib,Niraparib,SW837,8.430674554,digestive_system
Lapatinib,MK-5108,SW837,-4.572234817,digestive_system
Lapatinib,Deforolimus,SW837,11.85901818,digestive_system
Lapatinib,891494-63-6,SW837,4.753065131,digestive_system
Lapatinib,Eloxatin (TN),SW837,-4.002089745,digestive_system
Lapatinib,391210-10-9,SW837,13.77156704,digestive_system
Lapatinib,7-Ethyl-10-hydroxycamptothecin,SW837,15.2386541,digestive_system
Lapatinib,Sorafenib,SW837,3.429513298,digestive_system
Lapatinib,topotecan,SW837,5.077027796,digestive_system
metformin,Veliparib,SW837,-11.60892489,digestive_system
metformin,MK-1775,SW837,-71.39837469,digestive_system
metformin,915019-65-7,SW837,-59.72190742,digestive_system
metformin,Bortezomib,SW837,-23.81270243,digestive_system
metformin,Dasatinib,SW837,-17.58012146,digestive_system
metformin,Dinaciclib,SW837,-55.4676469,digestive_system
metformin,Erlotinib,SW837,-35.17829811,digestive_system
metformin,geldanamycin,SW837,-23.89345515,digestive_system
metformin,L-778123 free base,SW837,-15.68662614,digestive_system
metformin,Lapatinib,SW837,-22.92198325,digestive_system
metformin,MK-2206,SW837,-12.47292549,digestive_system
metformin,Niraparib,SW837,-32.51060321,digestive_system
metformin,MK-5108,SW837,-1.404506932,digestive_system
metformin,Deforolimus,SW837,-5.98071599,digestive_system
metformin,891494-63-6,SW837,-24.05517693,digestive_system
metformin,391210-10-9,SW837,-37.78181565,digestive_system
metformin,Sorafenib,SW837,-39.06465638,digestive_system
metformin,Sunitinib,SW837,-71.77657112,digestive_system
metformin,temozolomide,SW837,-13.29386432,digestive_system
metformin,Vorinostat,SW837,-47.98757046,digestive_system
methotrexate,Veliparib,SW837,3.799439807,digestive_system
methotrexate,MK-1775,SW837,-7.287443834,digestive_system
methotrexate,915019-65-7,SW837,2.67363408,digestive_system
methotrexate,Bortezomib,SW837,1.084110955,digestive_system
methotrexate,Dasatinib,SW837,-0.989475342,digestive_system
methotrexate,Dinaciclib,SW837,-4.8550871,digestive_system
methotrexate,Erlotinib,SW837,0.182552124,digestive_system
methotrexate,geldanamycin,SW837,4.738052903,digestive_system
methotrexate,L-778123 free base,SW837,2.995807009,digestive_system
methotrexate,Lapatinib,SW837,-0.400050606,digestive_system
methotrexate,MK-2206,SW837,-1.744077124,digestive_system
methotrexate,Niraparib,SW837,-9.269082957,digestive_system
methotrexate,MK-5108,SW837,-34.8252852,digestive_system
methotrexate,Deforolimus,SW837,4.85973499,digestive_system
methotrexate,891494-63-6,SW837,-6.731918261,digestive_system
methotrexate,391210-10-9,SW837,1.098122285,digestive_system
methotrexate,Sorafenib,SW837,-3.262244666,digestive_system
methotrexate,Sunitinib,SW837,-13.50501291,digestive_system
methotrexate,temozolomide,SW837,-53.39318139,digestive_system
methotrexate,Vorinostat,SW837,-1.684958976,digestive_system
mitomycin C,Veliparib,SW837,-30.4218527,digestive_system
mitomycin C,MK-1775,SW837,6.295824319,digestive_system
mitomycin C,915019-65-7,SW837,7.052241913,digestive_system
mitomycin C,Bortezomib,SW837,3.825663647,digestive_system
mitomycin C,Dasatinib,SW837,13.67634477,digestive_system
mitomycin C,Dinaciclib,SW837,3.268478741,digestive_system
mitomycin C,Erlotinib,SW837,2.292143315,digestive_system
mitomycin C,geldanamycin,SW837,6.023982484,digestive_system
mitomycin C,L-778123 free base,SW837,-22.30698205,digestive_system
mitomycin C,Lapatinib,SW837,14.38548255,digestive_system
mitomycin C,MK-2206,SW837,2.798599353,digestive_system
mitomycin C,Niraparib,SW837,-5.013184487,digestive_system
mitomycin C,MK-5108,SW837,-24.14955671,digestive_system
mitomycin C,Deforolimus,SW837,2.294000379,digestive_system
mitomycin C,891494-63-6,SW837,15.08818174,digestive_system
mitomycin C,391210-10-9,SW837,5.593179983,digestive_system
mitomycin C,Sorafenib,SW837,-27.80406177,digestive_system
mitomycin C,Sunitinib,SW837,1.450241201,digestive_system
mitomycin C,temozolomide,SW837,-45.40092337,digestive_system
mitomycin C,Vorinostat,SW837,3.514035611,digestive_system
MK-2206,Veliparib,SW837,-5.531848262,digestive_system
MK-2206,915019-65-7,SW837,-7.451100214,digestive_system
MK-2206,Bortezomib,SW837,2.527467293,digestive_system
MK-2206,Dasatinib,SW837,12.24424564,digestive_system
MK-2206,Dinaciclib,SW837,-4.729698736,digestive_system
MK-2206,Erlotinib,SW837,19.89854806,digestive_system
MK-2206,geldanamycin,SW837,4.661945291,digestive_system
MK-2206,Deforolimus,SW837,-0.159122489,digestive_system
MK-2206,891494-63-6,SW837,1.364144499,digestive_system
MK-2206,Eloxatin (TN),SW837,-6.648778931,digestive_system
MK-2206,391210-10-9,SW837,1.555872016,digestive_system
MK-2206,7-Ethyl-10-hydroxycamptothecin,SW837,4.235333601,digestive_system
MK-2206,Sorafenib,SW837,2.849541261,digestive_system
MK-2206,topotecan,SW837,2.764526672,digestive_system
Niraparib,Veliparib,SW837,-30.65853907,digestive_system
Niraparib,915019-65-7,SW837,-4.581497498,digestive_system
Niraparib,Bortezomib,SW837,-49.91096411,digestive_system
Niraparib,Dasatinib,SW837,1.449566971,digestive_system
Niraparib,Dinaciclib,SW837,-7.916952307,digestive_system
Niraparib,Erlotinib,SW837,5.87488075,digestive_system
Niraparib,geldanamycin,SW837,-50.14357663,digestive_system
Niraparib,MK-2206,SW837,7.255130983,digestive_system
Niraparib,Deforolimus,SW837,4.467247548,digestive_system
Niraparib,891494-63-6,SW837,-4.513654154,digestive_system
Niraparib,Eloxatin (TN),SW837,-4.338765812,digestive_system
Niraparib,391210-10-9,SW837,-8.067517652,digestive_system
Niraparib,7-Ethyl-10-hydroxycamptothecin,SW837,0.267084353,digestive_system
Niraparib,Sorafenib,SW837,-10.30462831,digestive_system
Niraparib,topotecan,SW837,-8.046492457,digestive_system
MK-5108,Veliparib,SW837,0.992929643,digestive_system
MK-5108,915019-65-7,SW837,-38.09249537,digestive_system
MK-5108,Bortezomib,SW837,-3.467470925,digestive_system
MK-5108,Dasatinib,SW837,-3.643821011,digestive_system
MK-5108,Dinaciclib,SW837,-69.37887469,digestive_system
MK-5108,Erlotinib,SW837,0.437541683,digestive_system
MK-5108,geldanamycin,SW837,-1.337865843,digestive_system
MK-5108,MK-2206,SW837,-10.22159482,digestive_system
MK-5108,Niraparib,SW837,0.076838504,digestive_system
MK-5108,Deforolimus,SW837,4.618548678,digestive_system
MK-5108,891494-63-6,SW837,-6.628739283,digestive_system
MK-5108,Eloxatin (TN),SW837,-4.467468641,digestive_system
MK-5108,391210-10-9,SW837,-23.18928107,digestive_system
MK-5108,7-Ethyl-10-hydroxycamptothecin,SW837,-22.6715896,digestive_system
MK-5108,Sorafenib,SW837,-3.441433171,digestive_system
MK-5108,topotecan,SW837,-14.93076317,digestive_system
Deforolimus,915019-65-7,SW837,21.15642623,digestive_system
Deforolimus,Dinaciclib,SW837,5.483827492,digestive_system
Deforolimus,geldanamycin,SW837,7.130276281,digestive_system
Deforolimus,891494-63-6,SW837,5.765862403,digestive_system
Deforolimus,Eloxatin (TN),SW837,1.648514245,digestive_system
Deforolimus,7-Ethyl-10-hydroxycamptothecin,SW837,-1.374741355,digestive_system
Deforolimus,Sorafenib,SW837,1.468360549,digestive_system
Deforolimus,topotecan,SW837,-1.187976894,digestive_system
Eloxatin (TN),Dinaciclib,SW837,-7.484150379,digestive_system
Eloxatin (TN),891494-63-6,SW837,-5.669805242,digestive_system
Eloxatin (TN),Sorafenib,SW837,-10.83920211,digestive_system
paclitaxel,Veliparib,SW837,-8.606864656,digestive_system
paclitaxel,MK-1775,SW837,4.306193583,digestive_system
paclitaxel,915019-65-7,SW837,-1.185887997,digestive_system
paclitaxel,Bortezomib,SW837,-0.770508273,digestive_system
paclitaxel,Dasatinib,SW837,3.60537743,digestive_system
paclitaxel,Dinaciclib,SW837,-2.908772406,digestive_system
paclitaxel,Erlotinib,SW837,-1.657597602,digestive_system
paclitaxel,geldanamycin,SW837,-1.71742516,digestive_system
paclitaxel,L-778123 free base,SW837,-6.614625362,digestive_system
paclitaxel,Lapatinib,SW837,6.147225206,digestive_system
paclitaxel,MK-2206,SW837,-1.890405783,digestive_system
paclitaxel,Niraparib,SW837,-17.04338831,digestive_system
paclitaxel,MK-5108,SW837,-11.55433858,digestive_system
paclitaxel,Deforolimus,SW837,3.223793648,digestive_system
paclitaxel,891494-63-6,SW837,-1.012603051,digestive_system
paclitaxel,391210-10-9,SW837,-4.13443282,digestive_system
paclitaxel,Sorafenib,SW837,-5.800670766,digestive_system
paclitaxel,Sunitinib,SW837,-1.736074372,digestive_system
paclitaxel,temozolomide,SW837,-40.73457582,digestive_system
paclitaxel,Vorinostat,SW837,4.071661499,digestive_system
391210-10-9,Veliparib,SW837,-30.74349608,digestive_system
391210-10-9,915019-65-7,SW837,5.126448907,digestive_system
391210-10-9,Bortezomib,SW837,7.029819076,digestive_system
391210-10-9,Dasatinib,SW837,13.17142382,digestive_system
391210-10-9,Dinaciclib,SW837,-6.456635401,digestive_system
391210-10-9,geldanamycin,SW837,6.044322148,digestive_system
391210-10-9,Deforolimus,SW837,-0.54195475,digestive_system
391210-10-9,891494-63-6,SW837,-60.58166639,digestive_system
391210-10-9,Eloxatin (TN),SW837,-1.859264518,digestive_system
391210-10-9,7-Ethyl-10-hydroxycamptothecin,SW837,3.293478739,digestive_system
391210-10-9,Sorafenib,SW837,2.359453254,digestive_system
391210-10-9,topotecan,SW837,7.283713988,digestive_system
7-Ethyl-10-hydroxycamptothecin,Dinaciclib,SW837,-6.349139658,digestive_system
7-Ethyl-10-hydroxycamptothecin,891494-63-6,SW837,-1.471182801,digestive_system
7-Ethyl-10-hydroxycamptothecin,Sorafenib,SW837,-4.796043892,digestive_system
Sorafenib,Dinaciclib,SW837,-12.86991371,digestive_system
Sorafenib,891494-63-6,SW837,-8.935702858,digestive_system
Sunitinib,Veliparib,SW837,-15.09056581,digestive_system
Sunitinib,MK-1775,SW837,-9.541352582,digestive_system
Sunitinib,915019-65-7,SW837,5.332834135,digestive_system
Sunitinib,Bortezomib,SW837,-2.165905191,digestive_system
Sunitinib,Dasatinib,SW837,10.90920808,digestive_system
Sunitinib,Dinaciclib,SW837,-4.346624311,digestive_system
Sunitinib,Erlotinib,SW837,6.001532732,digestive_system
Sunitinib,geldanamycin,SW837,0.054889655,digestive_system
Sunitinib,Lapatinib,SW837,14.85082226,digestive_system
Sunitinib,MK-2206,SW837,1.9856482,digestive_system
Sunitinib,Niraparib,SW837,-12.62335974,digestive_system
Sunitinib,MK-5108,SW837,-11.0993211,digestive_system
Sunitinib,Deforolimus,SW837,2.582967667,digestive_system
Sunitinib,891494-63-6,SW837,-1.084390615,digestive_system
Sunitinib,Eloxatin (TN),SW837,-10.46812024,digestive_system
Sunitinib,391210-10-9,SW837,-0.89639498,digestive_system
Sunitinib,7-Ethyl-10-hydroxycamptothecin,SW837,5.590202935,digestive_system
Sunitinib,Sorafenib,SW837,-18.90617149,digestive_system
Sunitinib,temozolomide,SW837,-62.95041349,digestive_system
Sunitinib,topotecan,SW837,-5.242578344,digestive_system
temozolomide,Veliparib,SW837,-6.775338544,digestive_system
temozolomide,MK-1775,SW837,-68.49720511,digestive_system
temozolomide,915019-65-7,SW837,-66.62945282,digestive_system
temozolomide,Bortezomib,SW837,-32.76648793,digestive_system
temozolomide,Dasatinib,SW837,-22.15546013,digestive_system
temozolomide,Dinaciclib,SW837,-106.7722028,digestive_system
temozolomide,Erlotinib,SW837,-31.53755481,digestive_system
temozolomide,geldanamycin,SW837,-27.86496326,digestive_system
temozolomide,Lapatinib,SW837,-26.57049748,digestive_system
temozolomide,MK-2206,SW837,-16.24871198,digestive_system
temozolomide,Niraparib,SW837,-18.31764836,digestive_system
temozolomide,MK-5108,SW837,3.901588474,digestive_system
temozolomide,Deforolimus,SW837,-13.34090505,digestive_system
temozolomide,891494-63-6,SW837,-36.45135189,digestive_system
temozolomide,Eloxatin (TN),SW837,-39.38877241,digestive_system
temozolomide,391210-10-9,SW837,-35.05566165,digestive_system
temozolomide,7-Ethyl-10-hydroxycamptothecin,SW837,-32.99680701,digestive_system
temozolomide,Sorafenib,SW837,-37.81911098,digestive_system
temozolomide,topotecan,SW837,-25.67986801,digestive_system
topotecan,915019-65-7,SW837,3.715596978,digestive_system
topotecan,Dinaciclib,SW837,-5.506974105,digestive_system
topotecan,891494-63-6,SW837,5.325359101,digestive_system
topotecan,Sorafenib,SW837,-7.668498634,digestive_system
vinblastine,Veliparib,SW837,-9.574423784,digestive_system
vinblastine,MK-1775,SW837,1.905349636,digestive_system
vinblastine,915019-65-7,SW837,4.577122731,digestive_system
vinblastine,Bortezomib,SW837,-0.69704371,digestive_system
vinblastine,Dasatinib,SW837,5.294190538,digestive_system
vinblastine,Dinaciclib,SW837,-2.672130213,digestive_system
vinblastine,Erlotinib,SW837,11.99786243,digestive_system
vinblastine,geldanamycin,SW837,-0.282320045,digestive_system
vinblastine,L-778123 free base,SW837,4.971139193,digestive_system
vinblastine,Lapatinib,SW837,8.708537879,digestive_system
vinblastine,MK-2206,SW837,0.572856606,digestive_system
vinblastine,Niraparib,SW837,-8.391342731,digestive_system
vinblastine,MK-5108,SW837,10.56073784,digestive_system
vinblastine,Deforolimus,SW837,2.748537403,digestive_system
vinblastine,891494-63-6,SW837,-2.643271531,digestive_system
vinblastine,391210-10-9,SW837,-0.825884349,digestive_system
vinblastine,Sorafenib,SW837,3.03071685,digestive_system
vinblastine,Sunitinib,SW837,-2.664838633,digestive_system
vinblastine,temozolomide,SW837,-64.21097526,digestive_system
vinblastine,Vorinostat,SW837,-2.248378587,digestive_system
vinorelbine,Veliparib,SW837,-15.55540875,digestive_system
vinorelbine,MK-1775,SW837,-1.55106738,digestive_system
vinorelbine,915019-65-7,SW837,2.861096743,digestive_system
vinorelbine,Bortezomib,SW837,-5.214812738,digestive_system
vinorelbine,Dasatinib,SW837,2.56514237,digestive_system
vinorelbine,Dinaciclib,SW837,-3.838021203,digestive_system
vinorelbine,Erlotinib,SW837,6.973594864,digestive_system
vinorelbine,geldanamycin,SW837,-1.172642632,digestive_system
vinorelbine,Lapatinib,SW837,2.895704258,digestive_system
vinorelbine,MK-2206,SW837,-2.772817997,digestive_system
vinorelbine,Niraparib,SW837,-12.20116064,digestive_system
vinorelbine,MK-5108,SW837,-9.349635987,digestive_system
vinorelbine,Deforolimus,SW837,-1.016372176,digestive_system
vinorelbine,891494-63-6,SW837,0.886218009,digestive_system
vinorelbine,391210-10-9,SW837,-3.418668017,digestive_system
vinorelbine,Sorafenib,SW837,-5.449211141,digestive_system
vinorelbine,Sunitinib,SW837,-4.418896,digestive_system
vinorelbine,temozolomide,SW837,-39.35936823,digestive_system
vinorelbine,Vorinostat,SW837,-3.614544479,digestive_system
Vorinostat,Veliparib,SW837,-9.296068496,digestive_system
Vorinostat,MK-1775,SW837,5.333110824,digestive_system
Vorinostat,915019-65-7,SW837,3.973758107,digestive_system
Vorinostat,Bortezomib,SW837,3.596083299,digestive_system
Vorinostat,Dasatinib,SW837,7.383552347,digestive_system
Vorinostat,Dinaciclib,SW837,-6.017857935,digestive_system
Vorinostat,Erlotinib,SW837,10.22916833,digestive_system
Vorinostat,geldanamycin,SW837,0.300408103,digestive_system
Vorinostat,gemcitabine,SW837,0.141152783,digestive_system
Vorinostat,Lapatinib,SW837,5.425094654,digestive_system
Vorinostat,MK-2206,SW837,4.177230871,digestive_system
Vorinostat,Niraparib,SW837,1.326315626,digestive_system
Vorinostat,MK-5108,SW837,-2.266201488,digestive_system
Vorinostat,Deforolimus,SW837,5.754664012,digestive_system
Vorinostat,891494-63-6,SW837,2.951186626,digestive_system
Vorinostat,Eloxatin (TN),SW837,1.551270013,digestive_system
Vorinostat,391210-10-9,SW837,-1.522312312,digestive_system
Vorinostat,7-Ethyl-10-hydroxycamptothecin,SW837,2.271183317,digestive_system
Vorinostat,Sorafenib,SW837,-7.910003359,digestive_system
Vorinostat,Sunitinib,SW837,-10.11921889,digestive_system
Vorinostat,temozolomide,SW837,-60.21196769,digestive_system
Vorinostat,topotecan,SW837,1.564765011,digestive_system
5-Fluorouracil,Veliparib,A427,-3.943164979,lung
5-Fluorouracil,MK-1775,A427,3.854975753,lung
5-Fluorouracil,915019-65-7,A427,6.318398978,lung
5-Fluorouracil,Bortezomib,A427,-2.049227772,lung
5-Fluorouracil,Dasatinib,A427,10.42679324,lung
5-Fluorouracil,Dinaciclib,A427,-2.892689375,lung
5-Fluorouracil,Erlotinib,A427,9.479593124,lung
5-Fluorouracil,geldanamycin,A427,1.117218183,lung
5-Fluorouracil,L-778123 free base,A427,-1.452766968,lung
5-Fluorouracil,Lapatinib,A427,4.025876392,lung
5-Fluorouracil,MK-2206,A427,5.480581362,lung
5-Fluorouracil,Niraparib,A427,-1.690058551,lung
5-Fluorouracil,MK-5108,A427,2.019004097,lung
5-Fluorouracil,Deforolimus,A427,7.059258936,lung
5-Fluorouracil,891494-63-6,A427,7.328660081,lung
5-Fluorouracil,391210-10-9,A427,7.52229703,lung
5-Fluorouracil,Sorafenib,A427,-0.304443559,lung
5-Fluorouracil,Sunitinib,A427,9.297005877,lung
5-Fluorouracil,temozolomide,A427,-0.141455844,lung
5-Fluorouracil,Vorinostat,A427,-8.530696422,lung
Veliparib,915019-65-7,A427,3.299143694,lung
Veliparib,Dinaciclib,A427,-2.608070242,lung
Veliparib,geldanamycin,A427,-1.921718766,lung
Veliparib,Deforolimus,A427,-0.728780192,lung
Veliparib,891494-63-6,A427,-1.288208803,lung
Veliparib,Eloxatin (TN),A427,-9.786577423,lung
Veliparib,7-Ethyl-10-hydroxycamptothecin,A427,1.357330232,lung
Veliparib,Sorafenib,A427,-2.121964982,lung
Veliparib,topotecan,A427,-23.58212057,lung
MK-1775,Veliparib,A427,-16.03641331,lung
MK-1775,915019-65-7,A427,4.160538254,lung
MK-1775,Bortezomib,A427,-6.697353143,lung
MK-1775,Dasatinib,A427,6.871269277,lung
MK-1775,Dinaciclib,A427,-4.148379733,lung
MK-1775,Erlotinib,A427,0.733891318,lung
MK-1775,geldanamycin,A427,-3.479133349,lung
MK-1775,Lapatinib,A427,4.268161572,lung
MK-1775,MK-2206,A427,7.503965011,lung
MK-1775,Niraparib,A427,-6.437590704,lung
MK-1775,MK-5108,A427,-2.180504262,lung
MK-1775,Deforolimus,A427,10.11918301,lung
MK-1775,891494-63-6,A427,12.96397855,lung
MK-1775,Eloxatin (TN),A427,-9.709834594,lung
MK-1775,391210-10-9,A427,8.710905909,lung
MK-1775,7-Ethyl-10-hydroxycamptothecin,A427,1.63375444,lung
MK-1775,Sorafenib,A427,3.154739339,lung
MK-1775,topotecan,A427,4.591878694,lung
915019-65-7,Dinaciclib,A427,-0.50555953,lung
915019-65-7,891494-63-6,A427,10.4755706,lung
915019-65-7,Eloxatin (TN),A427,1.31587015,lung
915019-65-7,7-Ethyl-10-hydroxycamptothecin,A427,-1.400539213,lung
915019-65-7,Sorafenib,A427,11.11103239,lung
Bortezomib,Veliparib,A427,-2.617036899,lung
Bortezomib,915019-65-7,A427,-1.067755832,lung
Bortezomib,Dasatinib,A427,0.969583172,lung
Bortezomib,Dinaciclib,A427,-5.084578682,lung
Bortezomib,geldanamycin,A427,-1.154248999,lung
Bortezomib,Deforolimus,A427,-6.680323572,lung
Bortezomib,891494-63-6,A427,-3.858671038,lung
Bortezomib,Eloxatin (TN),A427,-12.0410541,lung
Bortezomib,7-Ethyl-10-hydroxycamptothecin,A427,-0.598056781,lung
Bortezomib,Sorafenib,A427,-0.67564432,lung
Bortezomib,topotecan,A427,-3.517530808,lung
Carboplatinum,Veliparib,A427,-2.429977765,lung
Carboplatinum,MK-1775,A427,1.016528277,lung
Carboplatinum,915019-65-7,A427,3.177107142,lung
Carboplatinum,Bortezomib,A427,-4.13650435,lung
Carboplatinum,Dasatinib,A427,8.114858792,lung
Carboplatinum,Dinaciclib,A427,-5.656512077,lung
Carboplatinum,Erlotinib,A427,1.338552364,lung
Carboplatinum,geldanamycin,A427,-4.831638161,lung
Carboplatinum,L-778123 free base,A427,1.225309725,lung
Carboplatinum,Lapatinib,A427,0.817922949,lung
Carboplatinum,MK-2206,A427,3.533239417,lung
Carboplatinum,Niraparib,A427,1.263682617,lung
Carboplatinum,MK-5108,A427,-5.118168258,lung
Carboplatinum,Deforolimus,A427,7.414697804,lung
Carboplatinum,891494-63-6,A427,0.596094919,lung
Carboplatinum,391210-10-9,A427,-4.217456249,lung
Carboplatinum,Sorafenib,A427,-2.779350675,lung
Carboplatinum,Sunitinib,A427,7.318688916,lung
Carboplatinum,temozolomide,A427,-5.526536192,lung
Carboplatinum,Vorinostat,A427,-10.08520466,lung
cyclophosphamide,Veliparib,A427,-7.51153889,lung
cyclophosphamide,MK-1775,A427,-32.07650114,lung
cyclophosphamide,915019-65-7,A427,-22.45919702,lung
cyclophosphamide,Bortezomib,A427,-26.83628532,lung
cyclophosphamide,Dasatinib,A427,-0.695143691,lung
cyclophosphamide,Dinaciclib,A427,-46.57696765,lung
cyclophosphamide,Erlotinib,A427,-16.30755308,lung
cyclophosphamide,geldanamycin,A427,-22.24971193,lung
cyclophosphamide,L-778123 free base,A427,-3.157856634,lung
cyclophosphamide,Lapatinib,A427,-21.80724997,lung
cyclophosphamide,MK-2206,A427,-16.73053927,lung
cyclophosphamide,Niraparib,A427,-5.406099982,lung
cyclophosphamide,MK-5108,A427,-12.02137101,lung
cyclophosphamide,Deforolimus,A427,0.898010615,lung
cyclophosphamide,891494-63-6,A427,-8.675641084,lung
cyclophosphamide,391210-10-9,A427,-40.80137969,lung
cyclophosphamide,Sorafenib,A427,-9.066793107,lung
cyclophosphamide,Sunitinib,A427,-17.75041364,lung
cyclophosphamide,temozolomide,A427,-3.479959598,lung
cyclophosphamide,Vorinostat,A427,-32.27422169,lung
Dasatinib,Veliparib,A427,3.746559645,lung
Dasatinib,915019-65-7,A427,17.69501035,lung
Dasatinib,Dinaciclib,A427,-0.090235652,lung
Dasatinib,geldanamycin,A427,1.674011286,lung
Dasatinib,Deforolimus,A427,11.13699432,lung
Dasatinib,891494-63-6,A427,16.98850967,lung
Dasatinib,Eloxatin (TN),A427,4.049481878,lung
Dasatinib,7-Ethyl-10-hydroxycamptothecin,A427,1.772097619,lung
Dasatinib,Sorafenib,A427,10.01320449,lung
Dasatinib,topotecan,A427,9.435719846,lung
dexamethasone,Veliparib,A427,-7.057929515,lung
dexamethasone,MK-1775,A427,-54.94746362,lung
dexamethasone,915019-65-7,A427,-24.68627514,lung
dexamethasone,Bortezomib,A427,-48.24976532,lung
dexamethasone,Dasatinib,A427,-6.682534316,lung
dexamethasone,Dinaciclib,A427,-45.51941879,lung
dexamethasone,Erlotinib,A427,-28.06363619,lung
dexamethasone,geldanamycin,A427,-18.70784402,lung
dexamethasone,L-778123 free base,A427,0.009283991,lung
dexamethasone,Lapatinib,A427,-20.74092185,lung
dexamethasone,MK-2206,A427,-18.46575802,lung
dexamethasone,Niraparib,A427,-4.025162482,lung
dexamethasone,MK-5108,A427,-34.53310571,lung
dexamethasone,Deforolimus,A427,-9.462483335,lung
dexamethasone,891494-63-6,A427,-18.03887084,lung
dexamethasone,391210-10-9,A427,-45.22358282,lung
dexamethasone,Sorafenib,A427,-8.654964982,lung
dexamethasone,Sunitinib,A427,-19.61758551,lung
dexamethasone,temozolomide,A427,-5.406260379,lung
dexamethasone,Vorinostat,A427,-37.17162794,lung
Dinaciclib,891494-63-6,A427,-4.476399519,lung
doxorubicin,Veliparib,A427,-19.51042157,lung
doxorubicin,MK-1775,A427,-1.557810523,lung
doxorubicin,915019-65-7,A427,-0.893060369,lung
doxorubicin,Bortezomib,A427,-4.064252175,lung
doxorubicin,Dasatinib,A427,1.324003473,lung
doxorubicin,Dinaciclib,A427,-2.120827702,lung
doxorubicin,Erlotinib,A427,-0.916673253,lung
doxorubicin,geldanamycin,A427,-1.056128627,lung
doxorubicin,L-778123 free base,A427,-24.04153094,lung
doxorubicin,Lapatinib,A427,-2.255610359,lung
doxorubicin,MK-2206,A427,3.173435696,lung
doxorubicin,Niraparib,A427,-23.70744472,lung
doxorubicin,MK-5108,A427,-5.346311135,lung
doxorubicin,Deforolimus,A427,0.754613522,lung
doxorubicin,891494-63-6,A427,-12.93494857,lung
doxorubicin,391210-10-9,A427,1.225765716,lung
doxorubicin,Sorafenib,A427,-3.499166214,lung
doxorubicin,Sunitinib,A427,-0.028442688,lung
doxorubicin,temozolomide,A427,-5.15479563,lung
doxorubicin,Vorinostat,A427,-7.082966147,lung
Erlotinib,Veliparib,A427,-1.584584726,lung
Erlotinib,915019-65-7,A427,8.698512386,lung
Erlotinib,Bortezomib,A427,-3.623766381,lung
Erlotinib,Dasatinib,A427,16.8991136,lung
Erlotinib,Dinaciclib,A427,-2.466659727,lung
Erlotinib,geldanamycin,A427,0.765262405,lung
Erlotinib,Deforolimus,A427,9.739357672,lung
Erlotinib,891494-63-6,A427,4.766369136,lung
Erlotinib,Eloxatin (TN),A427,-10.62019914,lung
Erlotinib,391210-10-9,A427,4.585018612,lung
Erlotinib,7-Ethyl-10-hydroxycamptothecin,A427,2.738815174,lung
Erlotinib,Sorafenib,A427,3.682989905,lung
Erlotinib,topotecan,A427,9.055790477,lung
etoposide,Veliparib,A427,-0.810292118,lung
etoposide,MK-1775,A427,-0.713966615,lung
etoposide,915019-65-7,A427,2.724244558,lung
etoposide,Bortezomib,A427,-2.985858949,lung
etoposide,Dasatinib,A427,5.402637487,lung
etoposide,Dinaciclib,A427,-1.965882172,lung
etoposide,Erlotinib,A427,3.267039525,lung
etoposide,geldanamycin,A427,1.026297367,lung
etoposide,Lapatinib,A427,1.42046801,lung
etoposide,MK-2206,A427,7.22800568,lung
etoposide,Niraparib,A427,1.527675324,lung
etoposide,MK-5108,A427,-0.156396763,lung
etoposide,Deforolimus,A427,4.822160161,lung
etoposide,891494-63-6,A427,0.021470241,lung
etoposide,391210-10-9,A427,3.854648564,lung
etoposide,Sorafenib,A427,0.961781979,lung
etoposide,Sunitinib,A427,6.146404735,lung
etoposide,temozolomide,A427,0.576369049,lung
etoposide,Vorinostat,A427,-4.536962551,lung
geldanamycin,915019-65-7,A427,1.649135421,lung
geldanamycin,Dinaciclib,A427,-2.473975858,lung
geldanamycin,891494-63-6,A427,1.611900399,lung
geldanamycin,Eloxatin (TN),A427,-6.343635472,lung
geldanamycin,7-Ethyl-10-hydroxycamptothecin,A427,4.576713225,lung
geldanamycin,Sorafenib,A427,1.350733135,lung
geldanamycin,topotecan,A427,1.749701255,lung
gemcitabine,Veliparib,A427,-4.26778335,lung
gemcitabine,MK-1775,A427,3.043477167,lung
gemcitabine,915019-65-7,A427,5.696768121,lung
gemcitabine,Bortezomib,A427,-2.896655163,lung
gemcitabine,Dasatinib,A427,6.127247903,lung
gemcitabine,Dinaciclib,A427,-2.60674695,lung
gemcitabine,Erlotinib,A427,3.934002053,lung
gemcitabine,geldanamycin,A427,5.65399446,lung
gemcitabine,Lapatinib,A427,-0.643173104,lung
gemcitabine,MK-2206,A427,5.564535917,lung
gemcitabine,Niraparib,A427,-8.418267724,lung
gemcitabine,MK-5108,A427,1.124606855,lung
gemcitabine,Deforolimus,A427,-0.466236978,lung
gemcitabine,891494-63-6,A427,11.45928579,lung
gemcitabine,391210-10-9,A427,9.369082613,lung
gemcitabine,Sorafenib,A427,1.603381452,lung
gemcitabine,Sunitinib,A427,7.121145118,lung
gemcitabine,temozolomide,A427,3.630319969,lung
L-778123 free base,Veliparib,A427,8.098279965,lung
